name,ops,image_url,youtube_url,Unnamed: 4,Human Needs_Observer,Human Needs_Decider,Human Needs_Preferences,Letter_Observer,Letter_Decider,Animal_Energy Animal,Animal_Info Animal,Animal_Dominant Animal,Sexual Modality_Sensory,Sexual Modality_Extraverted Decider
Timothy Dalton,FM-Ti/Se-CS/P(B),https://v5.airtableusercontent.com/v1/21/21/1696708800000/tLLhUnSGVXAY2-aSwfrcCA/1TrUElVSk1ZdU0TZ8qOA8iEuE2CGb4UbGh7Aiy49t4honrX_5O5dzlb-_2WEBPa8yXj2vda8S1H7FYgBoWBz4w/SNmlYKxC0DCGHUPevMX9_z58MDR09ynJQT5izC9zXdA,https://www.youtube.com//watch?v=fzv9ggN0STE,,Oe,De,DD,Ti,Se,Sleep,Consume,Energy,F,M
Colin Farrell,FF-Ti/Se-CS/P(B),https://v5.airtableusercontent.com/v1/21/21/1696708800000/VRjT61NxO6AmsyQ4HePXGA/Df2PdhewKEz60F7hk6pqYGSyRIynz6th1ZFNgqZVoxiYExs0KIRQuCeVgj1vtmOh17DrEB9qPQfAJgUiRYOpXQ/X4xAZTcPzcoIERbcr2u2B6Z-Tm1AMGbRTTUmaf-kkac,https://www.youtube.com//watch?v=itXEYWviJkc,,Oe,De,DD,Ti,Se,Sleep,Consume,Energy,F,F
Alex B,FF-Ti/Se-CS/P(B),https://v5.airtableusercontent.com/v1/21/21/1696708800000/7oLoByzCloUHVbjyyr5Xpg/NL-76L-votAFSUQG0JgR6ICzDtZ0Eyz7c9JVyM6kT5_S50I9nlpAyAeLY9l6ON0YHYkPOitoF-fTms_Vjd76IQ/urKEHt8Xs4xBnTu5IGikzqcUV3ztZ5QN8r6esYqHUFM,https://www.youtube.com//watch?v=FjfXzgQif3o,,Oe,De,DD,Ti,Se,Sleep,Consume,Energy,F,F
Alex Honnold,FF-Ti/Se-CS/P(B),https://v5.airtableusercontent.com/v1/21/21/1696708800000/IO3QM41RFviU5wM9iF6n9Q/mSh9ZUMkybq6lfMNYIP-wey44IILDyK878TTJNZh80TO2RH3ecfWvNFIE29V5LGfPBcI1UdiOJHx4ctnbxxKsw/ziJ6zGkx46oEAtr41MHzcghWzKt6Rde44vjjsTZaGjU,https://www.youtube.com//watch?v=84N98mAD_oM,,Oe,De,DD,Ti,Se,Sleep,Consume,Energy,F,F
Andris Zogota,FF-Ti/Se-CS/P(B),https://v5.airtableusercontent.com/v1/21/21/1696708800000/LHw11ktFfM0FdxZSL97gMg/457hl2ZzDG7UPThJGRn0ZLIUkhdlTm7Dxk9uyvAKBH_j_bjMfmq3vVQ9-qSepZZi-gfrUJqiXDIWgxByPSoYKg/cpRfSBBDWgRo3LAMXX2CRBbQNMb5TlzeycGBxeHGuv0,https://www.youtube.com//watch?v=62kRiG4g3_k,,Oe,De,DD,Ti,Se,Sleep,Consume,Energy,F,F
Cal Newport,FF-Ti/Se-CS/P(B),https://v5.airtableusercontent.com/v1/21/21/1696708800000/gh_RIjugJk0OgcmrXGEZkw/PBJnPwHxXu_gNkpYunTtBtyL16_xcE3G0cS6710rAo41wwc1-Vl6mmj7Sk-xQF3Jdh4-nftNm5ZEAMSSiH5mAg/Y_AcpjhiBOzOth9x75Sn5EGnqGpqd6aAAF65wWy404Y,https://www.youtube.com//watch?v=nGQBa8YVBNE,,Oe,De,DD,Ti,Se,Sleep,Consume,Energy,F,F
Chris Guillebeau,FF-Ti/Se-CS/P(B),https://v5.airtableusercontent.com/v1/21/21/1696708800000/8pfqDYuuJRf2ztr2DdxOOg/Br3ZXNOovBmWiDMTsluVBNYt04k4WWX91JxQN_w1VJQTVYSHbpg42k_E7iQFYmFtWrNFgXay06jNLt_JCnVYCw/syNSHxOkvVX237rImVfU7fRR-gzgw4H6j6oz6bhHDk4,https://www.youtube.com//watch?v=jFW6HU2cbMk,,Oe,De,DD,Ti,Se,Sleep,Consume,Energy,F,F
Felix C,FF-Ti/Se-CS/P(B),,https://www.youtube.com//watch?v=e8gTTBMzcXw,,Oe,De,DD,Ti,Se,Sleep,Consume,Energy,F,F
Felix Canavoi,FF-Ti/Se-CS/P(B),https://v5.airtableusercontent.com/v1/21/21/1696708800000/3Wb4NukuFcwW5zQLg6OtzA/cpoqZzSS9kk760O2zo5p_GVjDieQhuaUAqur38YW_X0r5AnlRS1rtuGgIKVYsJkF30PiL8TxpBMmbFMPNEAtZw/BAjabc8Wc5dD3axOKdQisZn36Vq-Jv1OgZT2-8fZf1g,,,Oe,De,DD,Ti,Se,Sleep,Consume,Energy,F,F
Jesse Koski,FF-Ti/Se-CS/P(B),https://v5.airtableusercontent.com/v1/21/21/1696708800000/4iAGTCNQOae3gg23v2farw/5YhfJ67xYukEm0bHPJ_1Wig55YjTmVGY0W3G5u4HO61-CiBO--s_SkS4gxQ34pCfJMLJt0ujNi13EN5CubkaNQ/11w9b0JvTCSmbFprkqh80lLRLy7eZGD1wY-jfYv6WDU,https://www.youtube.com//watch?v=B3UuAnQyKjg,,Oe,De,DD,Ti,Se,Sleep,Consume,Energy,F,F
Keanu Reeves,FF-Ti/Se-CS/P(B),https://v5.airtableusercontent.com/v1/21/21/1696708800000/mzHDYt5y3VOVcPS0vBUVrw/AM54_Flo__jxM2rPIAhrdudCT6edfq-ZKGLcRbIUnWEeAkNcwcGQYPBgaQHv5-n-S67BKMLCQQ8KFlGQVP9Bkw/_w_aJsoRF4PyhCQWG4gbGMIX61W6vLnbmC37n8ywSR0,https://www.youtube.com//watch?v=kIw3uNGcSeg,,Oe,De,DD,Ti,Se,Sleep,Consume,Energy,F,F
Mark Wahlberg,FF-Ti/Se-CS/P(B),https://v5.airtableusercontent.com/v1/21/21/1696708800000/25SRzMZLjkIOyilkNBBiAQ/TS4dqElnx1yAFnRw6EgGSzit3QOkmucjT1X4UOxynmtyiuPlFPkWtPenWR45jbHefWsQME5683ShJEvkutQPGQ/tT_AP2IoS3n1cR5X-JpxWjIeW5CR6AhJQN_EwLIgK6A,https://www.youtube.com//watch?v=e7WK8veePtg,,Oe,De,DD,Ti,Se,Sleep,Consume,Energy,F,F
Stanley Tucci,FF-Ti/Se-CS/P(B),https://v5.airtableusercontent.com/v1/21/21/1696708800000/ZAgOb9tnbamH3UeZ-UWqOg/pEbPghTv_4O-H5jfTz9PNqpMU7cs8DmQvd5i1gKKWBc2dmYyDJLJeWbQXl7uirTVYkX3iFmyndi9sgVxUF3hQA/S8mBOJ0oo78VXtpU6vo5IU6N4V4d8MQGrcf4Mm2zYsU,https://www.youtube.com//watch?v=0hqbU1Q2RDM,,Oe,De,DD,Ti,Se,Sleep,Consume,Energy,F,F
Mike Flynn,MM-Ti/Se-CS/B(P),https://v5.airtableusercontent.com/v1/21/21/1696708800000/0gVc4CxNApU0CyHPS5jaXA/qsCZbv9irWJLnkS-vP8GDUTTOvbIE-JvcDnBhRiGxS8BusZ_l08nwrgYS2Qj6aoD1RrVEoHFwErsus2XUMTDAQ/2TsyGPPEKIwOAxfmitpYVlrGRAlXMNr-yuNr-uw30KI,https://www.youtube.com//watch?v=lv9oA_U10IU,,Oe,De,DD,Ti,Se,Sleep,Consume,Info,M,M
Chris Hansen,MF-Ti/Se-CS/B(P),https://v5.airtableusercontent.com/v1/21/21/1696708800000/8xu-__XtFRyqaZFfzIC4ZA/oi_T8Be46yB5ovpNi0_JzzP7OgsP2yenFpw9HDwjMT0cqBbhHnhhXPADJqB26V8gc-FBmIxt8vs5UCsLpk8GUQ/aZ_5xnBLB4es3j850EZZHFhi1TLiJWvQ4UbzqEZTfJ0,https://www.youtube.com//watch?v=adJ1otpEMRE,,Oe,De,DD,Ti,Se,Sleep,Consume,Info,M,F
Matt Sherman,MF-Ti/Se-CS/B(P),https://v5.airtableusercontent.com/v1/21/21/1696708800000/bjdRlf4ASeva72hXmNgImQ/dVnEe-lByiHZ23y7WMbRhgtgMHZzSWSsslsf1I-aUYR9TdlfT1RIfBU3LyGH7xBGJR5aG__ZaZ6yEojDL5zgkA/RtlreC4_2wYIKXb6wQcD2hUMdIbdBU-AIuNJmx8OgtA,https://www.youtube.com//watch?v=kQaJCDmGIOo,,Oe,De,DD,Ti,Se,Sleep,Consume,Info,M,F
Paul Provenza,MF-Ti/Se-CS/B(P),https://v5.airtableusercontent.com/v1/21/21/1696708800000/sRWfRVOsq8xlxtO5As-APQ/e3-81laJpMmVPGGZZrvURybYdPDWmWp9hRnCn9O1z2wPfBXg0lRJidGtvZCfrAuAWSXtKOE5TUJkyCYg_nG7kg/lABciCt3VoXiaIonKHL4FMi-cWpc3suhLtmK81ciPeM,https://www.youtube.com//watch?v=8oC52kbVsUE,,Oe,De,DD,Ti,Se,Sleep,Consume,Info,M,F
Russ McCary,MF-Ti/Se-CS/B(P),https://v5.airtableusercontent.com/v1/21/21/1696708800000/aQw2sMikiV7nayOQg4FlLg/fzaoq8R8_Q2-8AxeygXwFn3vIzQIIscHBsz_1wWFinq-K9q1s5V65rV5OWZ2PcMWXv_iMsQ5HY5xcZnZKRUy7g/GD9n1L4OVa3ffG7r7NDiOhP10iY3eKVqcIJIHh-7xno,https://www.youtube.com//watch?v=6ciqGSyfUFA,,Oe,De,DD,Ti,Se,Sleep,Consume,Info,M,F
Simon Taylor,MF-Ti/Se-CS/B(P),https://v5.airtableusercontent.com/v1/21/21/1696708800000/qggUDKlML34aDyoEQutZiA/vN7KSb51jnThj6ANFzH_km7TzMGF2hRUpjQXDz-B4Dlp9-2PaB2xeFwTzpn2HqgF521hm6PB7_yC_4hNaGQCZQ/v74KLRma-XCQ3N9ze5FFumdQHMqcKo6AITzcQBWJ35s,https://www.youtube.com//watch?v=Qpk9WogXzzM,,Oe,De,DD,Ti,Se,Sleep,Consume,Info,M,F
John Luckovich,FM-Ti/Se-CS/B(P),https://v5.airtableusercontent.com/v1/21/21/1696708800000/kZ780qdjfhLbdqLeEq6DUA/mSRPQrsgEP4JLkwJKTZTAD1UinESrEAgSZ0F6OE1zLdPbeafD-pnWHaXVZxBOFVHZeYd3_EMG1X8hSHD8e4hIA/ysomgxT2GoH6LcfOYU5IdX93hRo-P5k9TLXocg5hmZE,https://www.youtube.com//watch?v=lhaDNCSuwW4,,Oe,De,DD,Ti,Se,Sleep,Consume,Info,F,M
Heather Hatherly,FM-Ti/Se-CS/B(P),https://v5.airtableusercontent.com/v1/21/21/1696708800000/tndrk9lvUyRDdIDlKjE55A/UOM8xTuqCroJ1UVY8Rl4uKuYV3ZmJJ7KhLTImMqhgvZ1ucdaFNAWPnz3r4VmjyYUaHG99YmyW_9MIfCXifqD1g/6NNcHojP-5PYzu0C2DsSRrzjGAYTyzJIs8iBSdK2k_8,https://www.youtube.com//watch?v=Db7MDBAKf3g,,Oe,De,DD,Ti,Se,Sleep,Consume,Info,F,M
Michael Reif,FM-Ti/Se-CS/B(P),https://v5.airtableusercontent.com/v1/21/21/1696708800000/toBdIrJLygYAGzor98aNzg/bGTSBTA7muIJodqs8s2-zWEJvTcPoqFoIeOCr6p2qSLSs1pHRrcJVAcsBNm5mijJp_8URTgVg0qsN-sx2owGpQ/r7GGKPhVGvYMdWNfmJrnCAFhVSVpePr0icnizDj8RCo,https://www.youtube.com//watch?v=LOUy_d2FLO8,,Oe,De,DD,Ti,Se,Sleep,Consume,Info,F,M
Richard Dawkins,FM-Ti/Se-CS/B(P),https://v5.airtableusercontent.com/v1/21/21/1696708800000/eRAmJhlrvv-kA7u7GleVUA/WGlBek16vDIBrxGOM7paCJD1L5ajhkX_IVHbCWbbynuAcxGNO8B8bE0H_ezEM3mBjg5aCMIsXmzxzYxTtVCT1g/lgC-9_kC8vZd3r1T9N8kpTqISBBJ3VL-l7ecoE9IuXo,https://www.youtube.com//watch?v=3vrv9Ns5wMo,,Oe,De,DD,Ti,Se,Sleep,Consume,Info,F,M
David Aenastad,FF-Ti/Se-CS/B(P),https://v5.airtableusercontent.com/v1/21/21/1696708800000/6ZgkFjr0dynB_xLaGH-t-g/WM9IosHv0bYJAsol0MXetECev36NQ_O1UY0iYb525O_om6c-oqFv3Rf9oKPBDDY0qFbuz_Xm3uRp2F1ZCysrnw/ZBD8RcBTTmR5inuwdgKg_2wHKpvc1ykl-8f_pgiHt-Q,https://www.youtube.com//watch?v=YsuDQZSJp3Y,,Oe,De,DD,Ti,Se,Sleep,Consume,Info,F,F
Anthony Bourdain,MM-Ti/Se-CP/S(B),https://v5.airtableusercontent.com/v1/21/21/1696708800000/YlcJ3sNTUA_08y3IBrx-PQ/_V2zCUjN11138Op9BPUQhh51u9yBb6ujcrjxcuENzbMyGKF950821RQOw4YNHXMwqEb9kUPvNdohHDDKGEy54A/D6pb9ns8GubttyTD898CCtppCBTglvAl-LzUVgNLhKE,https://www.youtube.com//watch?v=1G64xELjdHY,,Oe,De,DD,Ti,Se,Play,Consume,Energy,M,M
Simon Cowell,MM-Ti/Se-CP/S(B),https://v5.airtableusercontent.com/v1/21/21/1696708800000/Mzi5yZF5C8HySkXrCp-XPg/cDnrraypd1rNEbzKcQ0JjMEKhl0lvqykDOu7cK98QjaC-3YKqdggp-PhIcyTZdwnhIQ6z8qGLWU3cK3r27JVcw/1lgPp0PZ3Xq068xAVz17H2rDH3gYK4iQAfkbnJAeQPk,https://www.youtube.com//watch?v=bvANZKQf0CA,,Oe,De,DD,Ti,Se,Play,Consume,Energy,M,M
Nick Troy,MM-Ti/Se-CP/S(B),https://v5.airtableusercontent.com/v1/21/21/1696708800000/oGu907Ula4n-kf0oHdHZAw/aYLi3An2ghTJWYO6CHbOu7B00vlTQ0C-b2YSr5BY1vvtTpp-OIpasZep1tKklGCydnng0L5UzsmL6H9meTfYmQ/H1aKojZJ4CKifV2zny5hI3XYSezs515D4NKYJaZ0QeA,https://www.youtube.com//watch?v=uCJDLgQ6xFk,,Oe,De,DD,Ti,Se,Play,Consume,Energy,M,M
Jon Jones,MF-Ti/Se-CP/S(B),https://v5.airtableusercontent.com/v1/21/21/1696708800000/ALEpu8Y9nqjrqPc_y_bxQw/lXjlYvtt2TC6Y6QiK0MDN7lFshYk9E6uShrDIjQY_V0UGVA7Lm1l4oTpZzg3OIPHWwPib878SmZW_rbonrUL0Q/NpRSsyaM4d0prrtnjXx0O1ZVPB-ciItHVPDuEb3YjyI,https://www.youtube.com//watch?v=wvYcqTfjTJ0,,Oe,De,DD,Ti,Se,Play,Consume,Energy,M,F
Danica Patrick,MF-Ti/Se-CP/S(B),https://v5.airtableusercontent.com/v1/21/21/1696708800000/P-M0smQBTP1tBX6NUKLmXw/0iB9QgQSPlIREMDOTILxpY_n7CwS8-ITJLaUrOlViqYaKSmzFKU_-Hl8iKGYWgYi56xWUA7cDBmDZZ5nm_Wi6g/Z4hHdAaDVLMaUIUWA96_O2B7YFyLxQKbYVsbVvGkH7w,https://www.youtube.com//watch?v=s00kcUj4xkE,,Oe,De,DD,Ti,Se,Play,Consume,Energy,M,F
Dave Ofallpeople,MF-Ti/Se-CP/S(B),https://v5.airtableusercontent.com/v1/21/21/1696708800000/k-UaPVwP2ltoqJxgjKKmAw/CXm-ok7DXsOCNSUoc99C6wc4leL09n54GWpE5COWp0S1kTFRHjMTOcKQymmn8YBT5UnREUHA0QY5BXTRbJP5cg/h87xoiKIIN0xu1A_zUop9rfIaRqw2xBMqXOcRqyNxUk,https://www.youtube.com//watch?v=JBrBb8DDfKw,,Oe,De,DD,Ti,Se,Play,Consume,Energy,M,F
Jim Varney,MF-Ti/Se-CP/S(B),https://v5.airtableusercontent.com/v1/21/21/1696708800000/vAmKeAdv03ytOftLpGSREw/kTaWhn_v0sPkXH9NGwQRr05E33v9jXAjbGOHMhnU61F8mYcZQ8bRoRTPe3Z6pksLEIHsyZ_JvjeDQu0XEYUMQA/fH9lJ--JA5-aGhRq-_ZTZ8mjurG8o_ejDDWVsGaFE3c,https://www.youtube.com//watch?v=5WXx-Bdqzec,,Oe,De,DD,Ti,Se,Play,Consume,Energy,M,F
Josh Brolin,MF-Ti/Se-CP/S(B),https://v5.airtableusercontent.com/v1/21/21/1696708800000/6qOhO9aIOTHDiQxdbzZShQ/RV0PDQc7U78FZgh_7ci_ibvyLPW7TeD0VXNxQRA_0flfbUbsvLl-IDy-S3YNnUuVpPS7l3UtjJNOoQeLiDmiQQ/scI9cpTllZRz3LNyJ6SGnhuHmaVT7ZI48EfkiK9sq6E,https://www.youtube.com//watch?v=CJ4yEVD95rY,,Oe,De,DD,Ti,Se,Play,Consume,Energy,M,F
Mike Rowe,MF-Ti/Se-CP/S(B),https://v5.airtableusercontent.com/v1/21/21/1696708800000/kTY4kruQgJLkRUNW7jub3Q/2cjzPqHaUvAqwAh7f3c9LG8PFTMxSt9B0XJLT1emT8cnsBm34VDC8qkEY3K_7YslFx7qCyNtf1Kji-S21GOYLg/WHJw1Pjvr_i6WT0njTGA6Q1uz1LkPUHQRPnF8miJvJ8,https://www.youtube.com//watch?v=Rl-xSAi6lk4,,Oe,De,DD,Ti,Se,Play,Consume,Energy,M,F
Nate Feuerstein,MF-Ti/Se-CP/S(B),https://v5.airtableusercontent.com/v1/21/21/1696708800000/if2mLSzoHqUkS8Ycksd9ag/NEq3-UnIUAc0NVr-ixAzx_xDxn0H9biiPuj-AMSRx2tohra45ECasmP7IqFR88mmayinsBYHXUqXA7LLdc7itA/Zmn-pnCrSkFnUf_v2AB6IOt202T7tyWRnx8073ZhVkA,https://www.youtube.com//watch?v=qv9WxVJtwEc,,Oe,De,DD,Ti,Se,Play,Consume,Energy,M,F
Ryan Whiteman,MF-Ti/Se-CP/S(B),https://v5.airtableusercontent.com/v1/21/21/1696708800000/kFZs_JqXZD0nD5IfSweyHA/JXJ4JSzdmrS7OiOcW1ZWSMxO4T2KpkkknbxF3MlRoLSXbPTN2KHcPDLDWCtcJJl2xe8BXYfklCE-DuaXi39CRw/5c1UjhAUEld99qqhQO0M5Hsm0IvQ5NOKZNMnKqV5X3s,https://www.youtube.com//watch?v=QEaKd7FiLLo,,Oe,De,DD,Ti,Se,Play,Consume,Energy,M,F
John Cena,FF-Ti/Se-CP/S(B),https://v5.airtableusercontent.com/v1/21/21/1696708800000/xGBbdEqgiHl5-v9zSYZCmQ/TQIv3au3zg-u_BqM9ljU7PH8-1yiDWmd4OJ5Akj2sqwCPspoMJT2x6S0QgycYkFjI_AWZLigpjFZOkd65Wetug/EwjO-qBKPV2vPQj9qApyP_qrnXCgG5zFzr71gcI7dPo,https://www.youtube.com//watch?v=n_I32HZLKAo,,Oe,De,DD,Ti,Se,Play,Consume,Energy,F,F
Matt Damon,FF-Ti/Se-CP/S(B),https://v5.airtableusercontent.com/v1/21/21/1696708800000/dvIC2FddOv_54lhnfzdiqg/NI4z-wLg9ZLDp2dFDiBvqh-qgFKL7V6W1rknFiWxyvHJvfrkihfy-KJIIrSSIs9b14KVArEV3G2myHw8JsCIPQ/eK3gx6nPLlGJt3N-ewV6saDPkKaj12ktED8VGl-CGgg,https://www.youtube.com//watch?v=SCbhADNyfwg,,Oe,De,DD,Ti,Se,Play,Consume,Energy,F,F
Al Jakobsson,FF-Ti/Se-CP/S(B),https://v5.airtableusercontent.com/v1/21/21/1696708800000/lnkzrMLmer0m5k68Wd05vg/-cRU6zKP_fCzqb178d7tza3UvL3-Jzfu4Xfy3U3mkUO7oMNtAE8UX87CXv2PE3kTso7fpOi4uzqlh0cLWWcNRA/XGcFKonu0WvyNpVF-OBUwU5cOqykOOGmTCZ4AxzbJLA,https://www.youtube.com//watch?v=2nBeM7ysg6s,,Oe,De,DD,Ti,Se,Play,Consume,Energy,F,F
Alexander J,FF-Ti/Se-CP/S(B),https://v5.airtableusercontent.com/v1/21/21/1696708800000/jG309iQsOgHRzZGRdgP0Lg/O2DXI7s66h_OL8hQKsGjc0uNr1c_xuaUrHP-YsA3vRs5dRJuxz2AoR1dsJrn1c9LneXGD6shW0uaETODqiMTVQ/e01Juj73iHFF8A4bYy3hEDLZP00fsHsYWy3sGS3d6y4,https://www.youtube.com//watch?v=3lnRgx3wSNo,,Oe,De,DD,Ti,Se,Play,Consume,Energy,F,F
Asa Gemer,FF-Ti/Se-CP/S(B),https://v5.airtableusercontent.com/v1/21/21/1696708800000/WwtA6gE95e7AZJnTkdKPdw/_V1TyhmGA-A2DRVyu-a5ymWJPqoEHlkiDdGKzVkHkzwLV9Fr-4doKRL4VHwifpv78gPVyPjSAA3BJ3uBjvxYBQ/S_8ObD_GF3jvbsSqrgL5mspjWXH-cT4WcrhPaH6WwyI,https://www.youtube.com//watch?v=PRTt2CmD7Hc,,Oe,De,DD,Ti,Se,Play,Consume,Energy,F,F
Austen Alexander,FF-Ti/Se-CP/S(B),https://v5.airtableusercontent.com/v1/21/21/1696708800000/UflvNkWbeuloKyoVWtQqGg/5q62psE5B2nu5J3yGDyYFrHUAhu7QP1g_rTi0oRVBTw-darx190KRyCbylwBXuYkvLJ5rsas6p5-fDQNBQGljQ/V0Oi82kGF2BN2Ey3kp24RjWWYZbSujFDRTxs5oMtva0,https://www.youtube.com//watch?v=zksppRx95fU,,Oe,De,DD,Ti,Se,Play,Consume,Energy,F,F
Chase Peterson,FF-Ti/Se-CP/S(B),https://v5.airtableusercontent.com/v1/21/21/1696708800000/O94lBBMSZEMMiKGV5FaR8w/C8JUaQIEVyW0DrS17CvDNEBBmOciz3xfUBLRYXktSMKmCmJ9jY5YRTj4uKIRuZpSQ-Jew6EMiamVFLmPehKWHA/lHu_66FP8gf2_SwZA_eS2SeeDXIaEGA4mAcoVQdOHzE,https://www.youtube.com//watch?v=NMsnmzST654,,Oe,De,DD,Ti,Se,Play,Consume,Energy,F,F
Evan S,FF-Ti/Se-CP/S(B),https://v5.airtableusercontent.com/v1/21/21/1696708800000/XaUE1Fkg3-YW4YDlNEUPBw/Gs7cZQLQSbYT1CWrod_4ycmq5Q60ROtEMr4e2KrEEmcv6PW6yiOBx1lkh54AsPBSrECEEOYH6P9g2U_6JuS0Hg/r7uzv5AgcCvXkb83MXRW-6C2eGBfzp5twAx6RwmWgBA,https://www.youtube.com//watch?v=ZKSzrJkHtVg,,Oe,De,DD,Ti,Se,Play,Consume,Energy,F,F
Greg the Photographer,FF-Ti/Se-CP/S(B),https://v5.airtableusercontent.com/v1/21/21/1696708800000/a3qYzvw6wniCP9xKEwMAuQ/IRss_UWmmiZEjuZf17ikNTgxoeFowlbtv48z_frOJcK4gaLsI0CuUzpjoNnkfx2b3URit1RklCypjL2SocQUbA/uAGtyH2RoiSdZPeqQszXu3W0va7J8VnRMcwD90PwikU,https://www.youtube.com//watch?v=rnBK3Re8d5E,,Oe,De,DD,Ti,Se,Play,Consume,Energy,F,F
Jeff Bosley,FF-Ti/Se-CP/S(B),https://v5.airtableusercontent.com/v1/21/21/1696708800000/C2I4LLJwe8T-G-wE73d1cw/WDIB0UixUIfDHOlQTmIuOltVajuJ6ao5qKY0Ox1HLdT0WROR3TDIIK_VB8NeUnVsHOa4iB0BTDK1sXzDT9ngZA/dhakSnrnr4-Z8_pnJuwZh1V6HyfNUlizKLrL9ic5EOA,https://www.youtube.com//watch?v=J4LQL7vCmnQ,,Oe,De,DD,Ti,Se,Play,Consume,Energy,F,F
Jeremy Renner,FF-Ti/Se-CP/S(B),https://v5.airtableusercontent.com/v1/21/21/1696708800000/PdkM2aSCa1SgJtN_kE2ZJg/fGlnweJnxMj3hxOTHkF6KyU_LqD7eMXgLFVOuV_Vc1tB1nDp1J1fhEdEVrLNEYIqsuS6ZU1PZwA24LJ5hEo7WQ/kbB5f7xUBNTcBGUBmXDGgv1-JjmtdQqQL0cQ9JxNuV4,https://www.youtube.com//watch?v=2vlIq5x7Uh8,,Oe,De,DD,Ti,Se,Play,Consume,Energy,F,F
Kimberly McCullough,FF-Ti/Se-CP/S(B),https://v5.airtableusercontent.com/v1/21/21/1696708800000/gbFiwtTTniESCv9iTv0Hxg/iV3JRHhZhLTZoboZSXHz33uGYMp_O63ZBVzDixHlALLzjqn25h9eq98jeF--jIVNqQIGrDqyU7tRzKp7EVc0CA/ZuRU5D1tt4ZDW-yUojfopxJEy55iEcMDp1OVQDuUfZI,https://www.youtube.com//watch?v=pIOVaeif_Y4,,Oe,De,DD,Ti,Se,Play,Consume,Energy,F,F
Logan R.,FF-Ti/Se-CP/S(B),https://v5.airtableusercontent.com/v1/21/21/1696708800000/whiRe3sziSrxlnSdUmcmfQ/6nQ_OH21PKCS4itp-HdHiogPhy1FCqz5VOp79fjKeh2m2rdW4754_JIhPlJQ4dOIdta2xIxBtpKdXhnXCYHzOA/B7WtfC8k3qo1WqWnjva_sSXtHxL2SC6QmDGKQGgDoqc,https://www.youtube.com//watch?v=OpXtvD2HCpc,,Oe,De,DD,Ti,Se,Play,Consume,Energy,F,F
Marques Brownlee,FF-Ti/Se-CP/S(B),https://v5.airtableusercontent.com/v1/21/21/1696708800000/sSuaUuQpCQpvbh9XzkbEFg/OJY2g4gnOwBnVGGxinT532wtlNJ-A5E7Hzyd7rbrmf8MYIdTS53TfG8yj2kAi_5HRfMFObCANPbAz2MCZAqhpA/hX3QYdXdocwCh4dEQZMXUvQI18eG2JcYztVK4u3y9ac,https://www.youtube.com//watch?v=5bFhjb7Zw4I,,Oe,De,DD,Ti,Se,Play,Consume,Energy,F,F
Nick Power,FF-Ti/Se-CP/S(B),https://v5.airtableusercontent.com/v1/21/21/1696708800000/2Vn1u6YbbxI6sIPKB3muiw/gQQkJTtHl3hMYIRJ82Q9dNNFRbj6iPNRg3Q4bycJYfJOeUHKlSXy2h0vLcwRqtl4Scx967l33cjN4vEdyufJog/UcG7QBm8HnUYknkj_5myyXCCNTbcfyxCq7uFtGL77EA,https://www.youtube.com//watch?v=IvT_RZZP6ic,,Oe,De,DD,Ti,Se,Play,Consume,Energy,F,F
Tim McKeever,FF-Ti/Se-CP/S(B),https://v5.airtableusercontent.com/v1/21/21/1696708800000/5O9KGi5898ahiuyPjNblaw/E6Gh0mLf2A6hG3O5zJbxLTZ1w0r61xdt56HNvsy7uHhoc2ZALJ_Go8z5iV_fmUn1yRa38VEZ-JlqCpthhig4zQ/f8S19v_TiWc8Qysg6u2AO8IF7GE6qgfDVmLybhAzGIg,https://www.youtube.com//watch?v=G2KjZSjf8jI,,Oe,De,DD,Ti,Se,Play,Consume,Energy,F,F
Piers Morgan,MM-Ti/Se-CP/B(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/rumenqH_xDekD89gt1DnjA/2EgeVA58UdjXJNNoNlc0Laki98q-UwxQsHA2DY9Mw5qoHVBmKQSQRDKiKxH_T3n0sWwxIklEQe6ZXjyFlN3yNg/OCKZh9dvEVknxF-Ix3nMZ76Pu_3kUah1usNEHnrSip4,https://www.youtube.com//watch?v=Z8MyPsKOUUE,,Oe,De,DD,Ti,Se,Play,Consume,Info,M,M
Conor McGregor,MM-Ti/Se-CP/B(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/Y4ksYyJdLWREZ-cV_O0n3A/XDdNu7ucTXiejiVrBVImF2ywbSTXVHtjTvuyXIPj_hp-a0XnK_9cWaDUuK4yYMZbpkb4BabHHSrZZ-ItSEANzQ/_0EfSfctvLY45fNMBpuuJd37WxAkeoIGIj3t9BnKQQs,https://www.youtube.com//watch?v=E2KmO004G0Y,,Oe,De,DD,Ti,Se,Play,Consume,Info,M,M
Christopher Langan,MM-Ti/Se-CP/B(S),https://v5.airtableusercontent.com/v1/21/21/1696708800000/EirrPkYves8BYRZ18EZOwA/Ifioi_XvsbWtI3sikb7MYxtHuu_gr8wKRe9UpCVVAwvSPB3e7eKDEucAswdIH89Kgb0d90wf3yzr3buesV5x4w/6WHYsRuxX4SuolZcxEKnlGP_Ot6Q50o18Ek_kkHKziY,https://www.youtube.com//watch?v=fh6yb8H9uNE,,Oe,De,DD,Ti,Se,Play,Consume,Info,M,M
